"","Tm","Player","Age","Pos","Born","College","From","To","G","MP","PTS","TRB","AST","STL","BLK","FG%","2P%","3P%","FT%","WS","WS/48","Draft.Year","Pick.Number"
"273","ATL","Alan Henderson\hendeal01",22.213,"F","us","Indiana University",1996,2007,652,21.1,7.8,5,0.6,0.6,0.5,0.469,0.471,0.192,0.639,0.0441924737399832,0.097,1995,16
"274","GSW","Jason Richardson\richaja01",20.163,"G","us","Michigan State University",2002,2015,857,34.1,17.1,5,2.7,1.2,0.4,0.438,0.474,0.37,0.707,1.00558430446515,0.097,2001,5
"275","NJN","Josh Boone\boonejo01",21.224,"F-C","us","University of Connecticut",2007,2010,256,17.5,5.2,4.9,0.5,0.4,0.7,0.544,0.544,NA,0.445,-0.540061725639618,0.097,2006,23
"276","CHA","D.J. Augustin\augusdj01",20.234,"G","us","University of Texas at Austin",2009,2018,674,23.5,9.5,1.8,3.8,0.6,0,0.403,0.426,0.373,0.862,0.167844156148364,0.097,2008,9
"277","MIN","Ricky Rubio\rubiori01",18.252,"G","es",NA,2012,2018,382,31.6,10.5,4.2,8.2,2.1,0.1,0.378,0.401,0.312,0.833,-0.0701853324877694,0.097,2009,5
"278","UTA","Rodney Hood\hoodro01",21.254,"G-F","us","Duke University",2015,2018,209,27.7,12.9,3.1,2.1,0.7,0.2,0.415,0.452,0.372,0.826,-0.45968813207417,0.097,2014,23
"279","CHI","Bobby Portis\portibo01",20.14,"F","us","University of Arkansas",2016,2018,145,17.4,7.7,5.3,0.8,0.3,0.3,0.462,0.493,0.343,0.715,-0.663713408048,0.097,2015,22
"280","DEN","Juan Hernangomez\hernaju01",20.274,"F","es",NA,2017,2018,77,13.6,4.7,2.9,0.5,0.4,0.2,0.436,0.496,0.385,0.753,-0.756452169854285,0.097,2016,15
"281","SAS","Tracy Murray\murratr01",20.34,"F","us","University of California Los Angeles",1993,2004,659,18.4,9,2.5,0.8,0.5,0.2,0.43,0.457,0.388,0.829,-0.0763679166081885,0.096,1992,18
"282","DET","Tayshaun Prince\princta01",22.124,"F","us","University of Kentucky",2003,2016,1017,31,11.1,4.3,2.4,0.6,0.5,0.455,0.47,0.367,0.756,1.12923598687353,0.096,2002,23
"283","DEN","Jameer Nelson\nelsoja01",22.141,"G","us","Saint Joseph's University",2005,2018,854,28.3,11.5,3,5.2,0.9,0.1,0.437,0.475,0.37,0.81,0.674816054022728,0.096,2004,20
"284","NYK","Channing Frye\fryech01",22.048,"C-F","us","University of Arizona",2006,2018,829,23,9.1,4.7,1,0.5,0.6,0.441,0.476,0.388,0.823,0.353321679760936,0.096,2005,8
"285","PHO","Nate Robinson\robinna01",21.033,"G","us","University of Washington",2006,2016,618,22.5,11,2.3,3,0.9,0.1,0.423,0.463,0.36,0.796,0.0380098896195642,0.096,2005,21
"286","OKC","Eric Bledsoe\bledser01",20.202,"G","us","University of Kentucky",2011,2018,439,27.3,13.3,3.8,4.6,1.4,0.5,0.443,0.482,0.331,0.796,-0.0794592086683981,0.096,2010,18
"287","TOR","Pascal Siakam\siakapa01",22.145,"F","cm","New Mexico State University",2017,2018,81,17.1,4.9,3.7,0.8,0.6,0.7,0.5,0.568,0.164,0.519,-0.734813125432819,0.096,2016,27
"288","BOS","Dee Brown\brownde01",21.215,"G","us","Jacksonville University",1991,2002,608,27.7,11.1,2.6,3.7,1.3,0.3,0.436,0.469,0.357,0.825,0.211122244991298,0.095,1990,19
"289","SEA","Carlos Rogers\rogerca01",23.149,"C-F","us","Tennessee State University",1995,2002,298,19,7.4,4.3,0.6,0.4,0.8,0.536,0.558,0.258,0.562,-0.478235884435428,0.095,1994,11
"290","VAN","Stromile Swift\swiftst01",20.225,"F","us","Louisiana State University",2001,2009,547,19.8,8.4,4.6,0.5,0.6,1.2,0.473,0.476,0.074,0.699,-0.162924094294055,0.095,2000,2
"291","PHO","Jake Tsakalidis\tsakaja01",21.024,"C","ge",NA,2001,2007,315,15.9,4.8,3.9,0.3,0.2,0.7,0.49,0.49,0,0.657,-0.515331389157942,0.095,2000,25
"292","POR","Meyers Leonard\leoname01",20.127,"C-F","us","University of Illinois at Urbana-Champaign",2013,2018,310,16.4,5.7,3.9,0.8,0.2,0.3,0.466,0.525,0.375,0.822,-0.512240097097732,0.095,2012,11
"293","DET","Allan Houston\houstal01",22.077,"G","us","University of Tennessee",1994,2005,839,33.7,17.3,2.9,2.4,0.7,0.2,0.444,0.46,0.402,0.863,0.888115206177185,0.094,1993,11
"294","HOU","Joel Przybilla\przybjo01",20.267,"C","us","University of Minnesota",2001,2013,592,19.8,3.9,6.2,0.4,0.3,1.4,0.552,0.553,0,0.557,-0.110372129270493,0.094,2000,9
"295","IND","Miles Plumlee\plumlmi01",23.306,"C-F","us","Duke University",2013,2018,283,16.7,5,4.7,0.4,0.5,0.8,0.53,0.53,NA,0.558,-0.536970433579409,0.094,2012,26
"296","DET","Bonzi Wells\wellsbo01",21.274,"G-F","us","Ball State University",1999,2008,591,25.6,12.1,4.6,2.1,1.3,0.3,0.46,0.477,0.327,0.697,0.0874705625829166,0.093,1998,11
"297","CHI","Metta World Peace\artesro01",19.234,"F","us","St. John's University",2000,2017,991,31.7,13.2,4.5,2.7,1.7,0.5,0.414,0.447,0.339,0.715,1.06741014566934,0.093,1999,16
"298","CHI","Kirk Hinrich\hinriki01",22.18,"G","us","University of Kansas",2004,2016,879,30.7,10.9,2.9,4.8,1.1,0.3,0.411,0.432,0.375,0.8,0.801559028491318,0.093,2003,7
"299","DET","Carlos Delfino\delfica01",20.306,"G","ar",NA,2005,2013,507,22.8,8.1,3.6,1.7,0.9,0.2,0.401,0.438,0.365,0.758,-0.125828589571541,0.093,2003,25
"300","CHA","Alexis Ajinca\ajincal01",20.056,"C","fr",NA,2009,2017,293,13.3,5.3,3.9,0.5,0.3,0.6,0.503,0.51,0.286,0.797,-0.589522398602971,0.093,2008,20
"301","ORL","Daniel Orton\ortonda01",19.327,"C-F","us","University of Kentucky",2012,2014,51,10.6,2.8,2.5,0.5,0.4,0.5,0.485,0.49,0,0.597,-0.79045638251659,0.093,2010,29
"302","DAL","Jamal Mashburn\mashbja01",20.218,"F","us","University of Kentucky",1994,2004,611,37.3,19.1,5.4,4,1,0.2,0.418,0.439,0.345,0.766,0.52952532719288,0.092,1993,4
"303","MEM","Hakim Warrick\warriha01",22.361,"F","us","Syracuse University",2006,2013,526,20.2,9.4,4,0.8,0.4,0.3,0.49,0.499,0.191,0.726,-0.190745722835941,0.092,2005,19
"304","GSW","Harrison Barnes\barneha02",20.034,"F","us","University of North Carolina",2013,2018,416,30,12.4,4.9,1.5,0.7,0.2,0.451,0.48,0.366,0.783,-0.0856417927888171,0.092,2012,7
"305","PHO","T.J. Warren\warretj01",20.299,"F","us","North Carolina State University",2015,2018,184,25.6,12.4,4,1,0.9,0.5,0.495,0.524,0.286,0.76,-0.543153017699828,0.092,2014,14
"306","POR","Rondae Hollis-Jefferson\holliro01",20.178,"F","us","University of Arizona",2016,2018,132,23.3,9.2,5.7,1.8,1.1,0.6,0.455,0.481,0.245,0.763,-0.638983071566323,0.092,2015,23
"307","TOR","Damon Stoudamire\stoudda01",21.303,"G","us","University of Arizona",1996,2008,878,33.2,13.4,3.5,6.1,1.1,0.1,0.406,0.43,0.357,0.833,0.891206498237395,0.091,1995,7
"308","LAL","Derek Fisher\fishede01",21.327,"G","us","University of Arkansas at Little Rock",1997,2014,1287,25.4,8.3,2.1,3,1.1,0.1,0.399,0.413,0.374,0.817,1.10450565039185,0.091,1996,24
"309","CHH","Jamaal Magloire\magloja01",22.044,"C","ca","University of Kentucky",2001,2012,680,21.5,7.2,6.5,0.6,0.3,0.9,0.48,0.481,0,0.639,0.0349185975593546,0.091,2000,19
"310","BOS","Joe Johnson\johnsjo02",20.003,"G-F","us","University of Arkansas",2002,2018,1230,35.1,16.3,4,4,0.9,0.2,0.442,0.471,0.373,0.801,1.7042163100725,0.091,2001,10
"311","MIN","Andre Roberson\roberan03",21.211,"G-F","us","University of Colorado",2014,2018,283,22.4,4.6,4,0.8,0.9,0.7,0.478,0.611,0.256,0.487,-0.450414255893542,0.091,2013,26
"312","BOS","Rick Fox\foxri01",21.342,"F-G","ca","University of North Carolina",1992,2004,930,25.5,9.6,3.8,2.8,1,0.4,0.45,0.492,0.349,0.77,0.560438247794975,0.09,1991,24
"313","SEA","Bobby Jackson\jacksbo01",24.11,"G","us","University of Minnesota",1998,2009,755,22.2,9.7,3.1,2.6,0.9,0.1,0.417,0.444,0.354,0.793,0.149296403787107,0.09,1997,23
"314","HOU","Luther Head\headlu01",22.22,"G","us","University of Illinois at Urbana-Champaign",2006,2011,348,22.4,8.2,2.4,2.1,0.7,0.1,0.423,0.454,0.388,0.773,-0.366949370267884,0.09,2005,24
"315","ORL","Courtney Lee\leeco01",22.272,"G","us","Western Kentucky University",2009,2018,706,28,9.9,2.7,1.7,1,0.3,0.452,0.484,0.39,0.853,0.319317467098631,0.09,2008,22
"316","ORL","Dennis Scott\scottde01",21.3,"F","us","Georgia Institute of Technology",1991,2000,629,28.6,12.9,2.8,2.1,0.8,0.3,0.417,0.431,0.397,0.793,0.211122244991298,0.089,1990,4
"317","DEN","LaPhonso Ellis\ellisla01",22.056,"F","us","University of Notre Dame",1993,2003,624,28.2,11.9,6.5,1.6,0.7,0.8,0.452,0.473,0.302,0.73,0.192574492630041,0.089,1992,5
"318","PHO","Oliver Miller\milleol01",22.085,"C","us","University of Arkansas",1993,2004,493,23,7.4,5.9,2.2,0.9,1.5,0.534,0.541,0.116,0.639,-0.169106678414474,0.089,1992,22
"319","ORL","Geert Hammink\hammige01",23.359,"C","nl","Louisiana State University",1994,1996,8,3.4,1.8,0.9,0.3,0,0,0.4,0.4,NA,0.667,-0.818278011058476,0.089,1993,26
"320","SAC","Corliss Williamson\willico02",21.211,"F","us","University of Arkansas",1996,2007,822,22.8,11.1,3.9,1.2,0.6,0.3,0.49,0.492,0.136,0.714,0.251309041774022,0.089,1995,13
"321","DAL","Samaki Walker\walkesa01",20.127,"F","us","University of Louisville",1997,2006,445,17.1,5.3,4.7,0.6,0.3,0.7,0.462,0.464,0.111,0.63,-0.382405830568932,0.089,1996,9
"322","TOR","Morris Peterson\petermo01",22.312,"F","us","Michigan State University",2001,2011,711,27.2,10.7,3.5,1.5,0.9,0.2,0.418,0.45,0.373,0.773,0.282221962376117,0.089,2000,21
"323","NOH","J.R. Smith\smithjr01",18.293,"G-F","us",NA,2005,2018,910,27.1,12.8,3.2,2.2,1,0.2,0.42,0.464,0.373,0.732,0.59444246045728,0.089,2004,18
"324","CHI","James Johnson\johnsja01",22.131,"F","us","Wake Forest University",2010,2018,502,20.2,7.7,3.5,2,0.8,1,0.478,0.527,0.299,0.694,-0.243297687859503,0.089,2009,16
"325","NYK","Hubert Davis\davishu01",22.044,"G","us","University of North Carolina",1993,2004,685,22.1,8.2,1.5,1.7,0.4,0.1,0.458,0.468,0.441,0.837,0.0349185975593546,0.088,1992,20
"326","MIL","Vin Baker\bakervi01",21.225,"F","us","University of Hartford",1994,2006,791,32.5,15,7.4,1.9,0.7,1,0.485,0.49,0.215,0.638,0.631537965179794,0.088,1993,8
"327","LAL","George Lynch\lynchge01",22.306,"F","us","University of North Carolina",1994,2005,774,22.8,6.6,5,1.4,1.1,0.3,0.446,0.462,0.306,0.652,0.177118032328993,0.088,1993,12
"328","CHI","Corie Blount\blounco01",24.183,"F","us","University of Cincinnati",1994,2004,644,15.4,3.6,4.2,0.7,0.5,0.4,0.471,0.475,0.115,0.587,-0.258754148160551,0.088,1993,25
"329","CLE","J.J. Hickson\hicksjj01",19.3,"F-C","us","North Carolina State University",2009,2016,534,22.3,9.5,6.8,0.8,0.5,0.6,0.505,0.508,0,0.617,-0.144376341932798,0.088,2008,19
"330","SAC","Bismack Biyombo\biyombi01",18.303,"C-F","cd",NA,2012,2018,477,21,4.8,6.5,0.4,0.3,1.5,0.51,0.511,0,0.555,-0.252571564040132,0.088,2011,7
"331","MIL","Jabari Parker\parkeja01",19.108,"F","us","Duke University",2015,2017,152,32.1,15.8,5.6,2.1,1,0.4,0.491,0.511,0.341,0.748,-0.543153017699828,0.088,2014,2
"332","SAC","Walt Williams\williwa02",22.075,"F-G","us","University of Maryland",1993,2003,708,26.6,11.8,3.9,2.3,0.9,0.6,0.425,0.451,0.379,0.743,0.226578705292346,0.087,1992,7
"333","IND","Scott Haskin\haskisc01",22.29,"C-F","us","Oregon State University",1994,1994,27,6.9,2,2,0.2,0.1,0.6,0.467,0.467,NA,0.684,-0.812095426938057,0.087,1993,14
"334","CLE","Bob Sura\surabo01",22.1,"G","us","Florida State University",1996,2005,657,23.7,8.6,3.4,3.8,1,0.2,0.414,0.45,0.325,0.689,0.0534663499206118,0.087,1995,17
"335","DET","D.J. White\whitedj01",21.305,"F","us","Indiana University",2009,2014,138,15.3,5.9,3.2,0.6,0.3,0.4,0.507,0.507,0.333,0.72,-0.703900204830723,0.087,2008,29
"336","DEN","Bryant Stith\stithbr01",21.202,"G","us","University of Virginia",1993,2002,586,28,10.1,3.4,2,1,0.2,0.424,0.447,0.329,0.841,0.0905618546431262,0.086,1992,13
"337","CLE","Brevin Knight\knighbr01",21.235,"G","us","Stanford University",1998,2009,729,24.9,7.3,2.4,6.1,1.7,0.1,0.412,0.419,0.134,0.789,0.186391908509622,0.086,1997,16
"338","HOU","Kenny Thomas\thomake01",21.345,"F","us","University of New Mexico",2000,2010,632,27.4,9.3,6.9,1.5,0.8,0.4,0.465,0.476,0.244,0.699,0.143113819666688,0.086,1999,22
"339","MIA","Caron Butler\butleca01",22.11,"F","us","University of Connecticut",2003,2016,881,32.2,14.1,5,2.3,1.3,0.2,0.434,0.456,0.348,0.847,0.752098355527966,0.086,2002,10
"340","ATL","Boris Diaw\diawbo01",21.076,"F-C","fr",NA,2004,2017,1064,27,8.6,4.4,3.5,0.6,0.5,0.493,0.529,0.336,0.717,0.773737399949433,0.086,2003,21
"341","LAL","Brian Cook\cookbr01",22.209,"F","us","University of Illinois at Urbana-Champaign",2004,2012,421,13.4,5.5,2.6,0.6,0.3,0.3,0.439,0.467,0.382,0.783,-0.506057512977313,0.086,2003,24
"342","LAL","Sasha Vujacic\vujacsa01",20.113,"G","si",NA,2005,2017,581,15.3,5.3,1.9,1.3,0.6,0.1,0.39,0.415,0.367,0.858,-0.326762573485161,0.086,2004,27
"343","DET","Jason Maxiell\maxieja01",22.136,"F","us","University of Cincinnati",2006,2015,618,18.4,5.6,4.2,0.4,0.4,0.8,0.495,0.496,0,0.564,-0.193837014896151,0.086,2005,26
"344","HOU","Rudy Gay\gayru01",19.32,"F","us","University of Connecticut",2007,2018,781,35.2,18.2,5.9,2.2,1.3,0.8,0.453,0.48,0.345,0.796,0.705728974624823,0.086,2006,8
"345","MIL","Brandon Jennings\jennibr01",19.28,"G","us",NA,2010,2017,541,30.8,14.3,3,5.7,1.2,0.2,0.388,0.412,0.346,0.795,0.0998357308237548,0.086,2009,10
"346","DEN","Rodney Rogers\rogerro01",22.016,"F","us","Wake Forest University",1994,2005,866,25.3,10.9,4.5,2,1,0.5,0.451,0.486,0.347,0.69,0.378052016242612,0.085,1993,9
"347","NJN","Anthony Parker\parkean01",22.012,"G","us","Bradley University",1998,2012,494,27.8,9.1,3.2,2.3,0.9,0.2,0.444,0.469,0.404,0.794,-0.0640027483673504,0.085,1997,21
"348","ORL","Steven Hunter\huntest01",19.244,"C","us","DePaul University",2002,2010,400,15,4.5,3.2,0.2,0.1,1.1,0.56,0.56,0,0.485,-0.493692344736475,0.085,2001,15
"349","POR","Martell Webster\webstma02",18.211,"G-F","us",NA,2006,2015,580,24,8.7,3.1,1,0.5,0.3,0.418,0.454,0.382,0.791,-0.0578201642469314,0.085,2005,6
"350","ATL","Shelden Williams\willish02",22.256,"F","us","Duke University",2007,2012,361,15.5,4.5,4.3,0.5,0.5,0.5,0.462,0.464,0.222,0.74,-0.515331389157942,0.085,2006,5
"351","HOU","Marcus Morris\morrima03",21.299,"F","us","University of Kansas",2012,2018,432,26.2,10.9,4.3,1.6,0.7,0.3,0.427,0.471,0.354,0.724,-0.203110891076779,0.085,2011,14
"352","IND","Primoz Brezec\brezepr01",20.275,"C","si",NA,2002,2010,342,18.1,7.2,3.9,0.5,0.2,0.4,0.498,0.499,0.167,0.701,-0.487509760616056,0.084,2000,27
"353","ATL","Josh Smith\smithjo03",18.206,"F","us",NA,2005,2018,894,32.4,14.5,7.4,3.1,1.2,1.9,0.452,0.48,0.285,0.632,0.755189647588175,0.084,2004,17
"354","POR","Joel Freeland\freeljo01",19.146,"F-C","gb",NA,2013,2015,151,12.1,3.2,3.4,0.4,0.2,0.4,0.459,0.461,0,0.728,-0.722447957191981,0.084,2006,30
"355","CHI","Gary Harris\harriga01",19.29,"G","us","Michigan State University",2015,2018,215,27.2,11.2,2.5,2,1.2,0.2,0.464,0.536,0.362,0.79,-0.502966220917104,0.084,2014,19
"356","HOU","Sam Dekker\dekkesa01",21.055,"F","us","University of Wisconsin",2016,2018,104,16.6,5.7,3.3,0.8,0.5,0.3,0.451,0.573,0.291,0.588,-0.7286305413124,0.084,2015,18
"357","PHI","Jerry Stackhouse\stackje01",20.24,"G-F","us","University of North Carolina",1996,2013,970,31.2,16.9,3.2,3.3,0.9,0.5,0.409,0.441,0.309,0.822,0.798467736431109,0.083,1995,3
"358","CHI","Travis Knight\knightr01",21.292,"C","us","University of Connecticut",1997,2003,371,12.3,3.4,3.1,0.6,0.4,0.6,0.438,0.447,0.259,0.696,-0.577157230362133,0.083,1996,29
"359","LAC","Shaun Livingston\livinsh01",18.291,"G","us",NA,2005,2018,724,21.4,6.5,2.5,3.1,0.7,0.4,0.484,0.489,0.191,0.792,0.00709696901746884,0.083,2004,4
"360","SAS","Beno Udrih\udrihbe01",21.36,"G","si",NA,2005,2017,831,21.9,8.4,2.1,3.4,0.7,0.1,0.463,0.496,0.349,0.833,0.149296403787107,0.083,2004,28
"361","MIA","Wayne Simien\simiewa01",22.117,"F","us","University of Kansas",2006,2007,51,9.9,3.3,1.9,0.2,0.3,0,0.469,0.469,NA,0.854,-0.7935476745768,0.083,2005,29
"362","OKC","Quincy Pondexter\pondequ01",22.111,"G-F","us","University of Washington",2011,2018,295,17.6,5.1,2,0.8,0.4,0.2,0.42,0.471,0.358,0.738,-0.543153017699828,0.083,2010,26
"363","CLE","Tyus Jones\jonesty01",19.05,"G","us","Duke University",2016,2018,127,14.6,3.9,1.3,2.7,0.9,0.1,0.405,0.434,0.356,0.764,-0.722447957191981,0.083,2015,24
"364","WSB","Tom Gugliotta\guglito01",22.193,"F","us","North Carolina State University",1993,2005,763,30.9,13,7.3,2.8,1.4,0.6,0.451,0.467,0.284,0.757,0.421330105085546,0.082,1992,6
"365","UTA","Shabazz Muhammad\muhamsh01",20.231,"F-G","us","University of California Los Angeles",2014,2018,257,17.9,9.2,2.8,0.6,0.3,0.1,0.471,0.51,0.317,0.748,-0.580248522422342,0.082,2013,14
"366","MIN","Felton Spencer\spencfe01",22.169,"C","us","University of Louisville",1991,2002,640,19.2,5.2,5.4,0.3,0.4,0.8,0.484,0.484,0,0.658,-0.175289262534894,0.081,1990,6
"367","SAC","Duane Causwell\causwdu01",22.032,"C","us","Temple University",1991,2001,541,17.4,4.9,4.2,0.4,0.4,1.4,0.507,0.508,0.286,0.618,-0.33294515760558,0.081,1990,18
"368","DEN","Jalen Rose\roseja01",21.155,"G-F","us","University of Michigan",1995,2007,923,30.3,14.3,3.5,3.8,0.8,0.3,0.443,0.464,0.355,0.801,0.637720549300213,0.081,1994,13
"369","MIL","Pat Garrity\garripa01",21.31,"F","us","University of Notre Dame",1999,2008,552,20,7.3,2.6,0.8,0.4,0.2,0.417,0.434,0.398,0.806,-0.243297687859503,0.081,1998,19
"370","CHH","Tony Delk\delkto01",22.155,"G","us","University of Kentucky",1997,2006,545,21.5,9.1,2.5,1.9,0.8,0.1,0.408,0.436,0.343,0.769,-0.218567351377827,0.08,1996,16
"371","SAC","Jason Williams\willija02",22.224,"G","us","University of Florida",1999,2011,788,29.4,10.5,2.3,5.9,1.2,0.1,0.398,0.467,0.327,0.813,0.368778140061984,0.08,1998,7
"372","PHI","Speedy Claxton\claxtsp01",22.057,"G","us","Hofstra University",2002,2009,334,25.6,9.3,2.5,4.3,1.5,0.1,0.409,0.428,0.193,0.762,-0.382405830568932,0.08,2000,20
"373","CHI","Eddy Curry\curryed01",18.209,"C","us",NA,2002,2013,527,24.9,12.9,5.2,0.5,0.3,0.7,0.545,0.544,1,0.642,-0.150558926053217,0.08,2001,4
"374","SEA","Luke Ridnour\ridnolu01",22.138,"G","us","University of Oregon",2004,2015,830,26.1,9.3,2.3,4.5,1,0.2,0.431,0.458,0.349,0.862,0.291495838556746,0.08,2003,14
"375","TOR","Charlie Villanueva\villach01",20.313,"F","us","University of Connecticut",2006,2016,656,20.7,10.4,4.6,0.8,0.5,0.5,0.435,0.484,0.341,0.772,-0.122737297511331,0.08,2005,7
"376","POR","Linas Kleiza\kleizli01",20.181,"F","lt","University of Missouri",2006,2013,409,20,8.7,3.6,0.8,0.4,0.2,0.435,0.501,0.335,0.763,-0.400953582930189,0.08,2005,27
"377","PHO","Alex Len\lenal01",20.016,"C","ua","University of Maryland",2014,2018,292,20,7.1,6.5,0.7,0.4,1.1,0.471,0.475,0.227,0.723,-0.521513973278361,0.08,2013,5
"378","NYK","Tim Hardaway\hardati02",21.108,"G","us","University of Michigan",2014,2018,302,24.1,11.5,2.2,1.6,0.5,0.2,0.426,0.501,0.349,0.803,-0.444231671773123,0.08,2013,24
"379","MIL","Thon Maker\makerth01",19.123,"F-C","ss",NA,2017,2018,85,12.8,4.1,2.5,0.5,0.3,0.6,0.434,0.492,0.345,0.663,-0.765726046034914,0.08,2016,10
"380","LAC","Lorenzen Wright\wrighlo02",20.24,"F-C","us","University of Memphis",1997,2009,778,23.8,8,6.4,0.8,0.6,0.7,0.459,0.461,0.069,0.645,0.121474775245221,0.079,1996,7
"381","NJN","Tim Thomas\thomati01",20.124,"F","us","Villanova University",1998,2010,824,25.9,11.5,4.1,1.5,0.7,0.4,0.437,0.47,0.369,0.758,0.26676550207507,0.079,1997,7
"382","CLE","Trajan Langdon\langdtr01",23.053,"G","us","Duke University",2000,2002,119,14.6,5.4,1.3,1.3,0.5,0.1,0.416,0.429,0.396,0.91,-0.731721833372609,0.079,1999,11
"383","SEA","Vladimir Radmanovic\radmavl01",20.225,"F","ba",NA,2002,2013,737,21.9,8,3.8,1.4,0.7,0.4,0.415,0.451,0.378,0.758,-0.00217690716315978,0.079,2001,12
"384","GSW","Mickael Pietrus\pietrmi01",21.144,"G-F","gp",NA,2004,2013,557,21.5,8.3,3.1,0.8,0.7,0.4,0.425,0.495,0.355,0.665,-0.212384767257408,0.079,2003,11
"385","SAC","Tyreke Evans\evansty01",19.284,"G-F","us","University of Memphis",2010,2018,502,32.1,16.3,4.8,5,1.3,0.4,0.446,0.474,0.311,0.758,0.000914384897049799,0.079,2009,4
"386","PHI","Jrue Holiday\holidjr01",19.018,"G","us","University of California Los Angeles",2010,2018,534,32.5,14.5,3.6,6.2,1.4,0.4,0.444,0.47,0.363,0.79,0.0627402261012404,0.079,2009,17
"387","OKC","Rodrigue Beaubois\beaubro01",21.127,"G","gp",NA,2010,2013,182,15.9,7.1,1.9,2.1,0.7,0.3,0.439,0.5,0.325,0.81,-0.672987284228628,0.079,2009,25
"388","CHH","Kendall Gill\gillke01",22.038,"G","us","University of Illinois at Urbana-Champaign",1991,2005,966,30.5,13.4,4.1,3,1.6,0.4,0.434,0.448,0.3,0.754,0.65626830166147,0.078,1990,5
"389","SAC","Billy Owens\owensbi01",22.061,"F-G","us","Syracuse University",1992,2001,600,29.4,11.7,6.7,2.8,0.9,0.5,0.481,0.491,0.291,0.629,0.0627402261012404,0.078,1991,3
"390","WSB","Juwan Howard\howarju01",21.147,"F","us","University of Michigan",1995,2013,1208,30.3,13.4,6.1,2.2,0.7,0.3,0.469,0.47,0.12,0.764,1.01485818064578,0.078,1994,5
"391","CLE","Jamal Crawford\crawfja01",20.105,"G","us","University of Michigan",2001,2018,1212,30.2,15.1,2.3,3.5,0.9,0.2,0.41,0.448,0.349,0.862,1.0241320568264,0.078,2000,8
"392","NJN","Eddie Griffin\griffed01",19.033,"F-C","us","Seton Hall University",2002,2007,303,22.2,7.2,5.8,0.8,0.3,1.7,0.377,0.408,0.315,0.671,-0.484418468555847,0.078,2001,7
"393","MEM","Kendrick Perkins\perkike01",18.232,"C","us",NA,2004,2016,781,22,5.4,5.8,1,0.3,1.2,0.53,0.532,0,0.594,0.0411011816797736,0.078,2003,27
"394","CHI","Ben Gordon\gordobe01",21.087,"G","gb","University of Connecticut",2005,2015,744,27.4,14.9,2.5,2.5,0.7,0.2,0.432,0.447,0.401,0.857,0.208030952931088,0.078,2004,3
"395","POR","Tyrus Thomas\thomaty01",19.32,"F","us","Louisiana State University",2007,2015,402,19.7,7.7,4.8,0.9,0.8,1.3,0.438,0.44,0.235,0.732,-0.419501335291447,0.078,2006,4
"396","DET","Arron Afflalo\afflaar01",21.261,"G","us","University of California Los Angeles",2008,2018,731,28,11,2.9,1.9,0.5,0.2,0.45,0.482,0.385,0.824,0.204939660870879,0.078,2007,27
"397","WAS","Jan Vesely\veselja01",21.065,"F","cz",NA,2012,2014,162,15.2,3.6,3.5,0.6,0.7,0.5,0.521,0.523,0,0.408,-0.697717620710304,0.078,2011,6
"398","WAS","Jerian Grant\grantje02",22.264,"G","us","University of Notre Dame",2016,2018,167,17.7,6.2,2,2.6,0.7,0.1,0.412,0.465,0.311,0.791,-0.672987284228628,0.078,2015,19
"399","UTA","Josh Hart\hartjo01",22.114,"G","us","Villanova University",2018,2018,22,14.8,3.5,2.5,0.5,0.6,0.2,0.431,0.5,0.345,0.75,-0.805912842817638,0.078,2017,30
"400","DEN","Mahmoud Abdul-Rauf\abdulma02",21.115,"G","us","Louisiana State University",1991,2001,586,26.7,14.6,1.9,3.5,0.8,0.1,0.442,0.46,0.354,0.905,-0.0423637039458837,0.077,1990,3
"401","GSW","Latrell Sprewell\sprewla01",21.295,"G","us","University of Alabama",1993,2005,913,38.6,18.3,4.1,4,1.4,0.4,0.425,0.451,0.337,0.804,0.91902812677928,0.077,1992,24
"402","LAC","Greg Minor\minorgr01",22.29,"G-F","us","University of Louisville",1995,1999,277,18.6,6.9,2.7,1.4,0.6,0.2,0.478,0.495,0.226,0.767,-0.567883354181504,0.077,1994,25
"403","IND","Fred Jones\jonesfr01",23.113,"G-F","us","University of Oregon",2003,2009,430,24,7.5,2.2,2.3,0.8,0.3,0.411,0.445,0.353,0.809,-0.311306113184113,0.077,2002,14
"404","DET","Rodney Stuckey\stuckro01",21.073,"G","us","Eastern Washington University",2008,2017,651,27.5,12.6,2.9,3.6,0.9,0.1,0.423,0.442,0.3,0.824,0.0658315181614499,0.077,2007,15
"405","LAC","Eric Gordon\gordoer01",19.188,"G","us","Indiana University",2009,2018,518,33.4,16.7,2.5,3.1,1,0.3,0.43,0.47,0.376,0.818,0.0411011816797736,0.077,2008,7
"406","SAC","Jason Thompson\thompja02",21.346,"F-C","us","Rider University",2009,2016,588,25.2,8.9,6.6,1.1,0.5,0.7,0.496,0.5,0.143,0.657,-0.0856417927888171,0.077,2008,12
"407","LAL","Toney Douglas\douglto01",23.107,"G","us","Florida State University",2010,2017,394,19.1,7.6,2.2,2.3,0.9,0.1,0.404,0.448,0.354,0.824,-0.447322963833332,0.077,2009,29
"408","DEN","Evan Fournier\fournev01",19.247,"G-F","fr",NA,2013,2018,345,26.8,12.7,2.6,2.2,0.8,0.1,0.448,0.493,0.383,0.798,-0.366949370267884,0.077,2012,20
